104955;7450009607565;PORTA PLATO 420-101410;PORTA PLATO 420-1014;55;306;1922;6265;-1;641;364;Panamá;Unid;8641.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
104956;7450009607572;PORTA PLATO 420-101411;PORTA PLATO 420-1014;55;306;1922;6265;-1;641;364;Panamá;Unid;8641.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
104963;7450009611937;PORTA PLATO 420-101431;PORTA PLATO 420-1014;55;306;1922;6265;-1;641;364;Panamá;Unid;8641.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
104968;7450112097727;PORTA PLATO 420-501776;PORTA PLATO 420-5017;55;306;1922;6265;-1;641;364;Panamá;Unid;10983.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
104969;7450112097734;PORTA PLATO 420-501777;PORTA PLATO 420-5017;55;306;1922;6265;-1;641;364;Panamá;Unid;11305.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
104971;7450112097741;PORTA PLATO 420-501778;PORTA PLATO 420-5017;55;306;1922;6265;-1;641;364;Panamá;Unid;11871.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
104983;7450009681206;CENTRO DEC.420-531533;CENTRO DEC.420-53153;55;306;1922;6265;-1;641;364;Panamá;Unid;10255.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
104984;7450009681282;CENTRO DEC.420-531541;CENTRO DEC.420-53154;55;306;1922;6265;-1;641;364;Panamá;Unid;9367.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
107966;8338019043261;PLATO DECORATIVO 704-04326;PLATO DECORATIVO 704;55;306;1922;6265;-1;354;1393;Paraguay;Unid;10748.39;0.00;0.00000;0.00000;0;NULL;0;0;NULL
112625;7841726000232;Caja x 2 Alf de Dulce de leche;Caja x 2 Alf de Dulc;55;306;2259;7360;-1;609;1040;Paraguay;Unid;21818.18;0.00;0.00000;0.00000;0;NULL;0;0;NULL
112723;8800010473847;PLATO F3-16126-4;Plato Navideño;55;306;1922;6264;-1;839;1654;China;Unid;2751.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
112724;8800010473854;BOWL F3-16126-5;Bowl Navideño;55;306;1922;6264;-1;839;1654;China;Unid;3340.00;0.00;0.00000;0.00000;0;NULL;0;0;NULL
